job,item,tube_type,selected_machine,machines,calculated_setup_time,tool,setuptime_material,setuptime_coil,duration_machine,duration_manual,shift,latest_start,calculated_start,calculated_end,planned_start,planned_end,final_start,final_end,setup_time,status,jobStartDelay,jobEndDelay,start,end
92021529919,80PAK,PAK,1531,1531,,A0 023,0 days 00:15:00,0 days 00:02:00,0 days 02:04:29.400000,0 days 01:49:29.400000,W01S3,2022-05-02 04:28:01,,,,,2022-03-09 07:14:19,2022-03-09 09:18:48,0 days 00:17:00,JobStatus.UNPLANNED,16182859.0,0,2021-09-03 00:00:00,2022-05-02 08:54:00
92021366065,40APK2000,APK,1535,1535,,A0 006,0 days 00:15:00,0 days 00:02:00,0 days 02:02:46.200000,0 days 00:33:45,W01S3,2022-03-29 22:46:27,,,,,2022-03-03 19:09:00,2022-03-03 21:11:46,0 days 00:17:00,JobStatus.UNPLANNED,68940.0,0,2022-03-03 00:00:00,2022-03-30 03:09:00
92021730764,60PAK,PAK,1532,"1531,1532,1533",,A0 035,0 days 00:15:00,0 days 00:02:00,0 days 02:01:16.800000,0 days 00:10:00,W01S3,2022-05-10 04:34:26,,,,,2022-03-07 06:00:00,2022-03-05 03:31:35,0 days 00:17:00,JobStatus.UNPLANNED,12722400.0,0,2021-10-11 00:00:00,2022-05-10 08:54:00
92021060378,10AGA023,AGA,1536,"1536,1537",,A0 050,0 days 00:15:00,0 days 00:02:00,0 days 01:58:09,0 days 00:33:00,W01S3,2022-05-19 16:35:42,,,,,2022-03-25 11:11:19,2022-03-25 13:09:28,0 days 00:17:00,JobStatus.UNPLANNED,10321879.0,0,2021-11-26 00:00:00,2022-05-19 20:49:00
92021169514,55PAP2065,PAP,1535,"1531,1532,1533,1535,1536,1537,1543",,A0 012,0 days 00:15:00,0 days 00:02:00,0 days 01:57:57,0 days 01:21:09,W01S3,2022-05-31 04:41:06,,,,,2022-03-04 18:54:19,2022-03-04 20:52:16,0 days 00:17:00,JobStatus.UNPLANNED,6807259.0,0,2021-12-16 00:00:00,2022-05-31 08:54:00
92021955008,40APK2000,APK,1534,"1532,1533,1534,1535,1536,1537",,A0 006,0 days 00:15:00,0 days 00:02:00,0 days 01:57:00,0 days 00:35:45,W01S3,2022-05-19 22:58:00,,,,,2022-03-04 19:49:04,2022-03-04 21:46:04,0 days 00:17:00,JobStatus.UNPLANNED,9316144.0,0,2021-11-17 00:00:00,2022-05-20 03:09:00
92021367007,75APK001,APK,1531,1531,,A0 028,0 days 00:15:00,0 days 00:02:00,0 days 01:54:14.400000,0 days 01:54:14.400000,W01S3,2022-05-03 11:03:31,,,,,2022-03-09 09:36:19,2022-03-09 11:30:33,0 days 00:17:00,JobStatus.UNPLANNED,1589779.0,0,2022-02-19 00:00:00,2022-05-03 15:09:00
92021376963,55PAP1140,PAP,1543,"1531,1532,1533,1535,1536,1537,1543",,A0 012,0 days 00:15:00,0 days 00:02:00,0 days 01:50:19.200000,0 days 00:27:06,W01S3,2022-05-31 04:56:21,,,,,2022-03-04 20:18:25,2022-03-07 06:08:44,0 days 00:17:00,JobStatus.UNPLANNED,2751505.0,0,2022-02-01 00:00:00,2022-05-31 08:54:00
92021169509,55PAP1140,PAP,1535,"1531,1532,1533,1535,1536,1537,1543",,A0 012,0 days 00:15:00,0 days 00:02:00,0 days 01:50:19.200000,0 days 00:52:45,W01S3,2022-05-31 04:56:21,,,,,2022-03-04 21:09:19,2022-03-07 06:59:38,0 days 00:17:00,JobStatus.UNPLANNED,6642559.0,0,2021-12-18 00:00:00,2022-05-31 08:54:00
92021159403,70PAK,PAK,1531,1531,,A0 044,0 days 00:15:00,0 days 00:02:00,0 days 01:49:10.200000,0 days 01:49:10.200000,W01S3,2022-05-24 22:58:39,,,,,2022-03-09 11:48:19,2022-03-09 13:37:29,0 days 00:17:00,JobStatus.UNPLANNED,7904899.0,0,2021-12-08 00:00:00,2022-05-25 02:54:00
92021159016,60APK004,APK,1532,"1531,1532,1533",,A0 035,0 days 00:15:00,0 days 00:02:00,0 days 01:46:52.200000,0 days 01:46:52.200000,W01S3,2022-05-24 16:58:15,,,,,2022-03-07 06:00:00,2022-03-05 05:36:11,0 days 00:17:00,JobStatus.UNPLANNED,6588000.0,0,2021-12-21 00:00:00,2022-05-24 20:49:00
92021367254,80APK004,APK,1531,1531,,A0 016,0 days 00:15:00,0 days 00:02:00,0 days 01:46:36,0 days 01:46:36,W01S3,2022-06-02 23:18:48,,,,,2022-03-09 13:55:19,2022-03-09 15:41:55,0 days 00:17:00,JobStatus.UNPLANNED,2382919.0,0,2022-02-10 00:00:00,2022-06-03 03:09:00
92021530000,90APK004,APK,1531,1531,,A0 023,0 days 00:15:00,0 days 00:02:00,0 days 01:44:01.800000,0 days 01:29:01.800000,W01S3,2022-05-02 05:08:56,,,,,2022-03-09 15:59:19,2022-03-09 17:43:20,0 days 00:17:00,JobStatus.UNPLANNED,16127959.0,0,2021-09-04 00:00:00,2022-05-02 08:54:00
92021367570,90APK004,APK,1531,1531,,A0 001,0 days 00:15:00,0 days 00:02:00,0 days 01:40:45,0 days 01:40:45,W01S3,2022-05-07 05:15:30,,,,,2022-03-09 18:01:19,2022-03-09 19:42:04,0 days 00:17:00,JobStatus.UNPLANNED,1447279.0,0,2022-02-21 00:00:00,2022-05-07 08:54:00
92021378025,90APK,APK,1531,1531,,A0 001,0 days 00:15:00,0 days 00:02:00,0 days 01:36:19.200000,0 days 01:36:19.200000,W01S3,2022-04-18 05:24:21,,,,,2022-03-09 19:59:19,2022-03-09 21:35:38,0 days 00:17:00,JobStatus.UNPLANNED,1367959.0,0,2022-02-22 00:00:00,2022-04-18 08:54:00
